t,theta_0,x_0,y_0
226.76,70.18428506797757,2.9537485303962763,5.386942598256882
226.77,70.18265750330625,2.9624435115122876,5.382003237841925
226.78,70.18102990089781,2.9711304402570144,5.377049729297476
226.79,70.17940226074965,2.97980929342156,5.372082085423151
226.8,70.17777458285913,2.9884800478169664,5.367100319056829
226.81,70.17614686722362,2.9971426802739733,5.362104443074805
226.82,70.17451911384052,3.005797167643236,5.357094470391668
226.83,70.17289132270717,3.014443486795536,5.352070413960187
226.84,70.17126349382097,3.0230816146215456,5.347032286771452
226.85,70.16963562717928,3.0317115280321922,5.341980101854673
226.86,70.16800772277946,3.0403332039584208,5.336913872277321
226.87,70.16637978061891,3.048946619351482,5.3318336111449725
226.88,70.16475180069499,3.057551751182923,5.326739331601316
226.89000000000001,70.16312378300506,3.0661485764446494,5.321631046828128
226.9,70.16149572754652,3.0747370721489116,5.316508770045279
226.91,70.15986763431673,3.083317215328596,5.311372514510578
226.92000000000002,70.15823950331304,3.0918889830370637,5.306222293519871
226.93,70.15661133453284,3.1004523523482854,5.301058120406963
226.94,70.15498312797351,3.1090073003568337,5.29588000854364
226.95000000000002,70.1533548836324,3.1175538041781676,5.290687971339493
226.96,70.1517266015069,3.126091840948471,5.285482022242031
226.97,70.15009828159435,3.134621387824795,5.280262174736599
226.98000000000002,70.14846992389215,3.1431424219851154,5.275028442346347
226.99,70.14684152839764,3.151654920628473,5.269780838632155
227.0,70.14521309510822,3.160158860974815,5.264519377192738
227.01,70.14358462402123,3.168654220265349,5.259244071664432
227.02,70.14195611513405,3.1771409757623914,5.253954935721296
227.03,70.14032756844405,3.185619104749496,5.248651983075037
227.04,70.1386989839486,3.1940885845315248,5.24333522747498
227.05,70.13707036164507,3.2025493924347037,5.238004682708033
227.06,70.13544170153082,3.2110015058067645,5.232660362598608
227.07,70.13381300360322,3.2194449020168556,5.227302281008683
227.08,70.13218426785963,3.227879558455755,5.221930451837675
227.09,70.13055549429741,3.2363054525357833,5.216544889022506
227.1,70.12892668291394,3.2447225616909408,5.211145606537514
227.11,70.12729783370658,3.2531308633770446,5.2057326183943795
227.12,70.12566894667269,3.2615303350716425,5.200305938642193
227.13,70.12404002180965,3.269920954274148,5.194865581367358
227.14000000000001,70.12241105911481,3.2783026985059776,5.189411560693529
227.15,70.12078205858555,3.2866755453104677,5.183943890781658
227.16,70.11915302021922,3.295039472253079,5.17846258582988
227.17000000000002,70.11752394401317,3.303394456921388,5.172967660073512
227.18,70.11589482996479,3.3117404769250767,5.167459127785082
227.19,70.11426567807143,3.320077509896067,5.16193700327424
227.20000000000002,70.11263648833047,3.3284055334886533,5.156401300887674
227.21,70.11100726073924,3.336724525379497,5.15085203500913
227.22,70.10937799529512,3.345034463267684,5.145289220059377
227.23000000000002,70.10774869199547,3.35333532487471,5.139712870496217
227.24,70.10611935083766,3.3616270879446275,5.134123000814406
227.25,70.10448997181904,3.3699097302442405,5.128519625545527
227.26,70.10286055493697,3.3781832295628806,5.122902759258141
227.27,70.10123110018881,3.386447563712687,5.117272416557611
227.28,70.09960160757193,3.3947027105285943,5.111628612086118
227.29,70.09797207708368,3.4029486478683224,5.105971360522672
227.3,70.09634250872143,3.4111853536125807,5.100300676582984
227.31,70.09471290248254,3.4194128056650617,5.094616575019473
227.32,70.09308325836436,3.427630981952497,5.088919070621238
227.33,70.09145357636424,3.4358398604247213,5.083208178214018
227.34,70.08982385647955,3.444039419054733,5.077483912660162
