pitch,reachable,feasible,enter_index,enter_time,collision,collision_time,collision_pair,min_clearance,min_clearance_time,min_clearance_pair,dt_eval
0.36362500000000003,True,False,11750,117.5,True,103.17,"(1, 19)",0.0,103.17,"(1, 19)",0.01
0.36462500000000003,True,False,11879,118.79,True,105.12,"(1, 19)",0.0,105.12,"(1, 19)",0.01
0.36562500000000003,True,True,12007,120.07000000000001,False,,,0.0001428078048711895,111.02,"(3, 21)",0.01
0.36662500000000003,True,True,12135,121.35000000000001,False,,,0.001149829653323033,112.38,"(3, 21)",0.01
0.36762500000000004,True,True,12263,122.63,False,,,0.002156849056161254,110.42,"(1, 19)",0.01
