pitch,feasible,reachable,min_clearance,collision_time,dt_eval
0.375,True,True,0.009583542915274123,,0.05
0.36250000000000004,False,True,0.0,101.15,0.05
0.36875,True,True,0.003289743136746144,,0.05
0.36562500000000003,True,True,0.00014280878051325312,,0.05
0.36406250000000007,False,True,0.0,104.0,0.05
0.36484375,False,True,0.0,105.60000000000001,0.05
