s,x,y
15.8,-4.250169300932094,-5.6131472074466
15.850000000000001,-4.289511850906326,-5.582290056548872
15.9,-4.328854400880556,-5.551432905651145
15.950000000000001,-4.367988518388778,-5.520316779614329
16.0,-4.406542583776175,-5.4884799449396295
16.05,-4.445096649163574,-5.456643110264928
16.1,-4.483650714550973,-5.424806275590228
16.150000000000002,-4.521616411849043,-5.392274911086715
16.2,-4.559357603485408,-5.359478532416701
16.25,-4.5970987951217746,-5.3266821537466855
16.3,-4.63468587016261,-5.29371286267217
16.35,-4.671590313100046,-5.259977686794793
16.400000000000002,-4.7084947560374815,-5.226242510917414
16.45,-4.745399198974915,-5.192507335040038
16.5,-4.781748482317445,-5.158179974348205
16.55,-4.817792830927665,-5.123527341933553
16.6,-4.853837179537885,-5.088874709518901
16.650000000000002,-4.889786486081291,-5.054125674406565
16.7,-4.924947938824101,-5.018577506507011
16.75,-4.960109391566914,-4.983029338607455
16.8,-4.995270844309727,-4.947481170707899
16.85,-5.029915699429509,-4.911434720742207
16.900000000000002,-5.06417201327711,-4.875013504925397
16.95,-5.09842832712471,-4.838592289108589
17.0,-5.132652448409656,-4.802141548408343
17.05,-5.165981952917619,-4.764870324531821
17.1,-5.199311457425582,-4.7275991006553
17.150000000000002,-5.232640961933544,-4.6903278767787775
17.2,-5.265496863721997,-4.652643737601663
17.25,-5.297878474738047,-4.614546083238103
17.3,-5.330260085754098,-4.576448428874543
17.35,-5.362641696770149,-4.538350774510983
17.400000000000002,-5.394088391869084,-4.499478514380287
17.45,-5.425501624871003,-4.460578529902566
17.5,-5.456914857872924,-4.421678545424843
17.55,-5.487901009491821,-4.382442461089093
17.6,-5.51832599254603,-4.342764754424631
17.650000000000002,-5.548750975600239,-4.303087047760168
17.7,-5.579175958654446,-4.263409341095708
17.75,-5.608694417056484,-4.223054440522553
17.8,-5.638111903389099,-4.182624111586586
17.85,-5.667529389721714,-4.142193782650619
17.900000000000002,-5.696568955867698,-4.101495678835403
17.95,-5.724960336040131,-4.060338303653012
18.0,-5.753351716212566,-4.019180928470617
18.05,-5.781743096385001,-3.9780235532882235
18.1,-5.809259823464729,-3.936278915872999
18.150000000000002,-5.836607137146118,-3.894420530399933
18.2,-5.863954450827506,-3.8525621449268703
18.25,-5.890974784398421,-3.8104959535634824
18.3,-5.917260731727428,-3.767963037216061
18.35,-5.943546679056435,-3.7254301208686393
18.400000000000002,-5.969832626385441,-3.682897204521218
18.45,-5.995278472605024,-3.6398595823354216
18.5,-6.02048642513384,-3.596679041239865
18.55,-6.045694377662656,-3.5534985001443085
18.6,-6.0706272390789024,-3.5101619712713115
18.650000000000002,-6.094741250292518,-3.4663611212431475
18.7,-6.118855261506132,-3.4225602712149867
18.75,-6.142969272719748,-3.3787594211868233
18.8,-6.166279645658429,-3.334529218102827
18.85,-6.189284461062523,-3.2901357673671203
18.900000000000002,-6.212289276466616,-3.245742316631414
18.95,-6.235071044907658,-3.201236817762542
19.0,-6.256952111678715,-3.1562788494258767
19.05,-6.278833178449773,-3.111320881089212
19.1,-6.3007142452208305,-3.0663629127525467
19.150000000000002,-6.321829313044415,-3.021043975615039
19.200000000000003,-6.342572789235984,-2.9755499299003527
19.25,-6.36331626542755,-2.93005588418567
19.3,-6.383888141253105,-2.884486187517409
19.35,-6.403480904552342,-2.838484843772904
19.400000000000002,-6.423073667851581,-2.792483500028399
19.450000000000003,-6.442666431150818,-2.746482156283894
