t,min_distance
380.0,0.17018177278437074
380.1,0.17033577335472222
380.20000000000005,0.17054407047231648
380.30000000000007,0.17080685459506503
380.4000000000001,0.17106131036358566
380.5000000000001,0.17080116714216026
380.60000000000014,0.17059371413978916
380.70000000000016,0.1704391403169421
380.8000000000002,0.17033763478450384
380.9000000000002,0.17028938669987556
381.0000000000002,0.17029458524154115
381.10000000000025,0.17033081971745875
381.2000000000003,0.17017919249438196
381.3000000000003,0.1700807391099657
381.4000000000003,0.17003564928603193
381.50000000000034,0.17004411282898052
381.60000000000036,0.17010631961060677
381.7000000000004,0.17022245956037516
381.8000000000004,0.1703927226152836
381.90000000000043,0.17061729881951807
382.00000000000045,0.17051945673119553
382.1000000000005,0.16969674307606064
382.2000000000005,0.1689372929371782
382.3000000000005,0.16824137748692644
382.40000000000055,0.16760926799522582
382.50000000000057,0.16704123612438554
382.6000000000006,0.16653755368876944
382.7000000000006,0.1660984926741485
382.80000000000064,0.16572432535727655
382.90000000000066,0.1654153241466237
383.0000000000007,0.16517176163411365
383.1000000000007,0.1649939105850189
383.2000000000007,0.1648820438898187
383.30000000000075,0.1648364346462421
383.4000000000008,0.16485735601780924
383.5000000000008,0.16494508127848945
383.6000000000008,0.1650998838412989
383.70000000000084,0.16532203715266364
383.80000000000086,0.1656118147866946
383.9000000000009,0.1659694903494512
384.0000000000009,0.16595281402997858
384.10000000000093,0.1656611102016764
384.20000000000095,0.1654347296841766
384.300000000001,0.16527394363850859
384.400000000001,0.1651790233850711
384.500000000001,0.16515024042173515
384.60000000000105,0.16518786632087562
384.70000000000107,0.16511351250628506
384.8000000000011,0.16495478523027357
384.9000000000011,0.16486206627538805
385.00000000000114,0.16483562808219857
385.10000000000116,0.16487574314824235
385.2000000000012,0.16498268415958836
385.3000000000012,0.16515672380997004
385.4000000000012,0.16539813492586827
385.50000000000125,0.1657071903466371
385.6000000000013,0.16608416300041895
385.7000000000013,0.16586297439838132
385.8000000000013,0.16558997812413756
385.90000000000134,0.16538232591808502
386.00000000000136,0.1652402883138539
386.1000000000014,0.1651641360058518
386.2000000000014,0.16515413976617055
386.30000000000143,0.16521057048087764
386.40000000000146,0.1650620611096646
386.5000000000015,0.16492197740810843
386.6000000000015,0.16484791984937205
386.7000000000015,0.16484016015009462
386.80000000000155,0.16489897016455635
386.90000000000157,0.16502462175998556
387.0000000000016,0.16521738700086686
387.1000000000016,0.16547753790915548
387.20000000000164,0.16580534662872937
387.30000000000166,0.16610052772663642
387.4000000000017,0.16578065763195093
387.5000000000017,0.1655258763609912
387.6000000000017,0.1653364535889359
387.70000000000175,0.16521265911100172
387.8000000000018,0.16515476282441158
387.9000000000018,0.16516303482226793
388.0000000000018,0.16520480596434362
388.10000000000184,0.16501708175461424
388.20000000000186,0.16489512396360237
388.3000000000019,0.1648392033926834
388.4000000000019,0.1648495910294595
388.50000000000193,0.16492655787862412
388.60000000000196,0.16507037513064646
388.700000000002,0.16528131393321838
388.800000000002,0.16555964557191308
388.900000000002,0.16590564130846236
389.00000000000205,0.1660077965877338
389.10000000000207,0.1657056019156281
389.2000000000021,0.16546850423559525
389.3000000000021,0.16529677243192994
389.40000000000214,0.16519067551786407
389.50000000000216,0.1651504825836778
389.6000000000022,0.16517646285787316
389.7000000000022,0.16514839153346397
389.8000000000022,0.16497822952705782
389.90000000000225,0.16487383846800668
390.0000000000023,0.16483548833111328
390.1000000000023,0.1648634492561931
390.2000000000023,0.16495799139735215
390.30000000000234,0.1651193850349798
390.40000000000236,0.16534790046938824
390.5000000000024,0.16564380805008874
390.6000000000024,0.1660073782018124
390.70000000000243,0.1659226202157238
390.80000000000246,0.16563753397398645
390.9000000000025,0.16541754526107932
391.0000000000025,0.16526292208379137
391.1000000000025,0.16517393253623247
391.20000000000255,0.1651508448797389
391.30000000000257,0.1651939273811042
391.4000000000026,0.16509833636426416
391.5000000000026,0.16494513930937302
391.60000000000264,0.16450101524912308
391.70000000000266,0.1635927160127307
391.8000000000027,0.16276391795100145
391.9000000000027,0.16201501776180652
392.00000000000273,0.16134641247552908
392.10000000000275,0.16075849961144761
392.2000000000028,0.16025167702669194
392.3000000000028,0.15982634283198083
392.4000000000028,0.15948289554519438
392.50000000000284,0.15922173393165334
392.60000000000286,0.1590432569955089
392.7000000000029,0.15894786404103994
392.8000000000029,0.1589359545201384
392.90000000000293,0.15900792812267212
393.00000000000296,0.15916418464053048
393.100000000003,0.1594051240592729
393.200000000003,0.1597311464000733
393.300000000003,0.16014265183138515
393.40000000000305,0.160537588615294
393.50000000000307,0.1601332751222396
393.6000000000031,0.15981066395983876
393.7000000000031,0.15957015100996264
393.80000000000314,0.15941213236217372
393.90000000000316,0.15933700434682607
394.0000000000032,0.15934516345258903
394.1000000000032,0.15941230209363452
394.20000000000323,0.15917118982955994
394.30000000000325,0.15901275450625685
394.4000000000033,0.15893739387008607
394.5000000000033,0.1589455059045706
394.6000000000033,0.15903748879424318
394.70000000000334,0.15921374081482784
394.80000000000337,0.15947466035127247
394.9000000000034,0.15982064583247083
395.0000000000034,0.16025209586271694
395.10000000000343,0.16043526999488322
395.20000000000346,0.16005034542870217
395.3000000000035,0.1597471085650208
395.4000000000035,0.15952595369940042
395.5000000000035,0.1593872753878813
395.60000000000355,0.15933146834416917
395.70000000000357,0.1593589274817613
395.8000000000036,0.15934947928171106
395.9000000000036,0.1591274924259978
396.00000000000364,0.15898816065513005
396.10000000000366,0.15893188008745596
396.2000000000037,0.15895904706517922
396.3000000000037,0.1590700580214213
396.40000000000373,0.15926530954039966
396.50000000000375,0.15954519825706076
396.6000000000038,0.15991012088014567
396.7000000000038,0.1603604741027275
396.8000000000038,0.16034227938966825
396.90000000000384,0.15997579152862954
397.00000000000387,0.15969096195765853
397.1000000000039,0.15948818323751576
397.2000000000039,0.1593678481579913
397.30000000000393,0.1593303496463802
397.40000000000396,0.1593760808458237
397.500000000004,0.15929403655117327
397.600000000004,0.15909016485725505
397.700000000004,0.15896891067821844
397.80000000000405,0.15893066832224498
397.90000000000407,0.15897583223558018
398.0000000000041,0.15910479694911
398.1000000000041,0.15931795707525348
398.20000000000414,0.15961570732217617
398.30000000000416,0.15999844239236058
398.4000000000042,0.16046655697611678
398.5000000000042,0.16025839846466974
398.60000000000423,0.15990930468937684
398.70000000000425,0.15964182324287993
398.8000000000043,0.15945634468046865
398.9000000000043,0.15935325984017248
399.0000000000043,0.1593329596255142
399.10000000000434,0.15939583512469668
399.20000000000437,0.15924557726828661
399.3000000000044,0.1590587127072003
399.4000000000044,0.1589544104139723
399.50000000000443,0.15893306263733478
399.60000000000446,0.1589950616476726
399.7000000000045,0.15914079986310736
399.8000000000045,0.15937066970477431
399.9000000000045,0.15968506362232188
400.00000000000455,0.16008437411532553
400.10000000000457,0.1605689935725606
400.2000000000046,0.1601047557156122
400.3000000000046,0.1588802298840596
400.40000000000464,0.1577561984479788
400.50000000000466,0.15673325749913503
400.6000000000047,0.15581200388215502
400.7000000000047,0.15499303517831198
400.80000000000473,0.15427694959618748
400.90000000000475,0.15366434605166965
401.0000000000048,0.15315582394700217
401.1000000000048,0.1527519832398396
401.2000000000048,0.15245342438620893
401.30000000000484,0.15226074824130403
401.40000000000487,0.15217455601597143
401.5000000000049,0.1521954492854908
401.6000000000049,0.15232402977845722
401.70000000000493,0.15256089952639854
401.80000000000496,0.15290666060136104
401.900000000005,0.1533619151978302
402.000000000005,0.15392726553153435
402.100000000005,0.15405853552401805
402.20000000000505,0.15357461526661403
402.30000000000507,0.1531950496369542
402.4000000000051,0.15292043316435353
402.5000000000051,0.15275136074497597
402.60000000000514,0.15268842757813542
402.70000000000516,0.15273222918390594
402.8000000000052,0.1526931259601301
402.9000000000052,0.1524129647980997
403.00000000000523,0.1522385744893676
403.10000000000525,0.1521705524314324
403.2000000000053,0.15220949625318314
403.3000000000053,0.15235600386058787
403.4000000000053,0.15261067318633542
403.50000000000534,0.15297410234161865
403.60000000000537,0.15344688936480386
403.7000000000054,0.1540296322625617
403.8000000000054,0.15397333418221654
403.90000000000543,0.15350667793817482
404.00000000000546,0.1531442477106349
404.1000000000055,0.1528866339383554
404.2000000000055,0.15273442741469612
404.3000000000055,0.152688219150599
404.40000000000555,0.15274860039029925
404.50000000000557,0.15264318388001777
404.6000000000056,0.15237948892635905
404.7000000000056,0.15222141689743682
404.80000000000564,0.15216956083058455
404.90000000000566,0.152224513901329
405.0000000000057,0.15238686945947988
405.1000000000057,0.15265722089423048
405.20000000000573,0.15303616157623434
405.30000000000575,0.15352428485964864
405.4000000000058,0.15412218390780338
405.5000000000058,0.15390069181339314
405.6000000000058,0.15344929475525426
405.70000000000584,0.15310195664696008
405.80000000000587,0.1528592631972376
405.9000000000059,0.1527218004345458
406.0000000000059,0.15269015454508386
406.10000000000593,0.15276491180194657
406.20000000000596,0.15260191163780615
406.300000000006,0.15235252702455188
406.400000000006,0.15220857576811278
406.500000000006,0.15217064581788603
406.60000000000605,0.15223932525342798
406.70000000000607,0.1524152020852897
406.8000000000061,0.1526988644131973
406.9000000000061,0.15309090019686464
407.00000000000614,0.15359189726573907
407.10000000000616,0.15420244326906263
407.2000000000062,0.15384089977037535
407.3000000000062,0.15340251902689298
407.40000000000623,0.15306798546067582
407.50000000000625,0.1528378793593817
407.6000000000063,0.15271278113424167
407.7000000000063,0.1526932713531316
407.8000000000063,0.15277993055705394
407.90000000000634,0.1525691819537903
408.00000000000637,0.15233168844082717
408.1000000000064,0.15219939018855383
408.2000000000064,0.1521728691816471
408.30000000000643,0.1515280163975025
408.40000000000646,0.15020794864801323
408.5000000000065,0.1490195842408103
408.6000000000065,0.14796385085776437
408.7000000000065,0.1470416774486657
408.80000000000655,0.14625399400448652
408.90000000000657,0.14560173149010983
409.0000000000066,0.1450858217385978
409.1000000000066,0.14470719732007473
409.20000000000664,0.14446679142886135
409.30000000000666,0.14436553768016933
409.4000000000067,0.14440437016774238
409.5000000000067,0.14458422311685085
409.60000000000673,0.14490603082600612
409.70000000000675,0.14537072765057502
409.8000000000068,0.1459792476445401
409.9000000000068,0.1467325245353417
410.0000000000068,0.14681626906007453
410.10000000000684,0.14619030850004333
410.20000000000687,0.14570005057693075
410.3000000000069,0.14534641417264818
410.4000000000069,0.1451303185629518
410.50000000000693,0.14505268350510916
410.60000000000696,0.14511442892714788
410.700000000007,0.14505668666220098
410.800000000007,0.1446876643587195
410.900000000007,0.1444564278636929
411.00000000000705,0.14436389958116194
411.10000000000707,0.14441100208405552
411.2000000000071,0.14459865802153582
411.3000000000071,0.14492778985584276
411.40000000000714,0.1453993198186786
411.50000000000716,0.14601416970463946
411.6000000000072,0.14677326074876126
411.7000000000072,0.14678370373535388
411.80000000000723,0.14616520040475675
411.90000000000725,0.1456819195073432
412.0000000000073,0.1453347676350045
412.1000000000073,0.14512465167397345
412.2000000000073,0.14505247855456496
412.30000000000734,0.14511915525767574
412.40000000000737,0.14504225086881353
412.5000000000074,0.14467839631402166
412.6000000000074,0.14445178816207854
412.70000000000744,0.144363335310907
412.80000000000746,0.14441394663333373
412.9000000000075,0.144604530666349
413.0000000000075,0.14493599567273321
413.1000000000075,0.14540924928592464
413.20000000000755,0.14602519850623824
413.30000000000757,0.14678474954965517
413.4000000000076,0.14677579274750346
413.5000000000076,0.1461600951369536
413.60000000000764,0.14567902321896298
413.70000000000766,0.1453334687224173
413.8000000000077,0.14512432335217815
413.9000000000077,0.14505247867118667
414.00000000000773,0.14511882584196598
414.10000000000775,0.14504433753986282
414.2000000000078,0.14468054284557447
414.3000000000078,0.14445332551358084
414.4000000000078,0.14436357806963027
414.50000000000784,0.14441219251577
414.60000000000787,0.14460006029489453
414.7000000000079,0.14492807220612314
414.8000000000079,0.14539711808525768
414.90000000000794,0.1460080868152892
415.00000000000796,0.14676186602699315
415.100000000008,0.1467964985886995
415.200000000008,0.1461782279192083
415.300000000008,0.14569384344093125
415.40000000000805,0.14531027499341
415.5000000000081,0.14350926739115316
415.6000000000081,0.1418817962416619
415.7000000000081,0.14042934499399073
415.80000000000814,0.1391533989070804
415.90000000000816,0.1380554448580624
416.0000000000082,0.13713697110456272
416.1000000000082,0.13639946682962226
416.20000000000823,0.13584442191604149
416.30000000000825,0.1354733266974969
416.4000000000083,0.1352876715240607
416.5000000000083,0.13528894655017418
416.6000000000083,0.13547864118593578
416.70000000000834,0.1358582439888523
416.80000000000837,0.136429242051756
416.9000000000084,0.13719312085826266
417.0000000000084,0.1381513636375302
417.10000000000844,0.1389155516596364
417.20000000000846,0.13801701717735365
417.3000000000085,0.1372979398789421
417.4000000000085,0.13675977127380676
417.5000000000085,0.1364039626521478
417.60000000000855,0.13623196477773303
417.7000000000086,0.13624522745680667
417.8000000000086,0.1364451992050568
417.9000000000086,0.13590013136714657
418.00000000000864,0.13550844517411093
418.10000000000866,0.1353006703230407
418.2000000000087,0.13527825584538944
418.3000000000087,0.13544264914661794
418.40000000000873,0.13579529570468857
418.50000000000875,0.13633763853387565
418.6000000000088,0.13707111800633848
418.7000000000088,0.13799717124523248
418.8000000000088,0.13906784716989065
418.90000000000884,0.13814556604966058
419.00000000000887,0.13740108722501337
419.1000000000089,0.1368358166529292
419.2000000000089,0.1364511587848024
419.30000000000894,0.13624851648501568
419.40000000000896,0.13622929038624312
419.500000000009,0.13639487868356479
419.600000000009,0.1359933252846933
419.700000000009,0.1355690493523487
419.80000000000905,0.13532675443395592
419.9000000000091,0.13526783598434095
420.0000000000091,0.13539368653221756
